OrgID,Department,Employee_Number,Telework Eligible Class,Work Schedule,1 Way Commute Miles,1 Way Commute Minutes,Telework Days,Report Date
7760,DGS,DGS00680,No,FT_AWWS 4/10/40,20.29,27.28,0,10/18/2021
7760,DGS,DGS00681,No,FT_AWWS 4/10/40,23.34,27.92,0,10/18/2021
7760,DGS,DGS00682,No,FT_AWWS 4/10/40,17.61,25.15,0,10/18/2021
7760,DGS,DGS00692,No,FT_AWWS 4/10/40,5.8,10.7,0,10/18/2021
7760,DGS,DGS00706,No,FT_AWWS 4/10/40,19.42,31.52,0,10/18/2021
7760,DGS,DGS00890,No,FT_AWWS 4/10/40,5.99,14.67,0,10/18/2021
7760,DGS,DGS00900,No,FT_AWWS 4/10/40,11.09,25.15,0,10/18/2021
7760,DGS,DGS00951,No,FT_AWWS 4/10/40,32.42,40.29,0,10/18/2021
7760,DGS,DGS01162,No,FT_AWWS 4/10/40,5.45,17.39,0,10/18/2021
7760,DGS,DGS01274,No,FT_AWWS 4/10/40,,,0,10/18/2021
7760,DGS,DGS01492,No,FT_AWWS 4/10/40,19.61,28.35,0,10/18/2021
7760,DGS,DGS01501,No,FT_AWWS 4/10/40,3.3,9.04,0,10/18/2021
7760,DGS,DGS01515,No,FT_AWWS 4/10/40,7.85,22.11,0,10/18/2021
7760,DGS,DGS01549,No,FT_AWWS 4/10/40,43.13,46.42,0,10/18/2021
7760,DGS,DGS01734,No,FT_AWWS 4/10/40,9.28,20.75,0,10/18/2021
7760,DGS,DGS01798,No,FT_AWWS 4/10/40,6.18,17.35,0,10/18/2021
7760,DGS,DGS01801,No,FT_AWWS 4/10/40,21.61,27.92,0,10/18/2021
7760,DGS,DGS01871,No,FT_AWWS 4/10/40,20.04,38.99,0,10/18/2021
7760,DGS,DGS01966,No,FT_AWWS 4/10/40,13.19,26.72,0,10/18/2021
7760,DGS,DGS02022,No,FT_AWWS 4/10/40,16.71,18.85,0,10/18/2021
7760,DGS,DGS02035,No,FT_AWWS 4/10/40,16.37,31,0,10/18/2021
7760,DGS,DGS02042,No,FT_AWWS 4/10/40,6.44,14.95,0,10/18/2021
7760,DGS,DGS02065,No,FT_AWWS 4/10/40,7.59,16.57,0,10/18/2021
7760,DGS,DGS02121,No,FT_AWWS 4/10/40,14.16,20.79,0,10/18/2021
7760,DGS,DGS02154,No,FT_AWWS 4/10/40,54.3,63.41,0,10/18/2021
7760,DGS,DGS02235,No,FT_AWWS 4/10/40,28.42,33.81,0,10/18/2021
7760,DGS,DGS02400,No,FT_AWWS 4/10/40,30.93,41.69,0,10/18/2021
7760,DGS,DGS02404,No,FT_AWWS 4/10/40,2.64,8.99,0,10/18/2021
7760,DGS,DGS02436,No,FT_AWWS 4/10/40,10.45,18.93,0,10/18/2021
7760,DGS,DGS02581,No,FT_AWWS 4/10/40,13.79,26.45,0,10/18/2021
7760,DGS,DGS02001,No,FT_AWWS 9/8/80,50.22,56.66,0,10/18/2021
7760,DGS,DGS00679,No,Standard,35.85,45.54,0,10/18/2021
7760,DGS,DGS00683,No,Standard,9.37,19.03,0,10/18/2021
7760,DGS,DGS00688,No,Standard,6.77,16,0,10/18/2021
7760,DGS,DGS00696,No,Standard,8.77,12.26,5,10/18/2021
7760,DGS,DGS00699,No,Standard,128.62,116.72,0,10/18/2021
7760,DGS,DGS00702,No,Standard,12.67,19.25,0,10/18/2021
7760,DGS,DGS00703,No,Standard,9.93,19.62,0,10/18/2021
7760,DGS,DGS00704,No,Standard,18.23,26.12,0,10/18/2021
7760,DGS,DGS00705,No,Standard,11.1,17.92,0,10/18/2021
7760,DGS,DGS00707,No,Standard,28.44,43.31,0,10/18/2021
7760,DGS,DGS00708,No,Standard,13.97,33.8,0,10/18/2021
7760,DGS,DGS00709,No,Standard,5.89,12.45,0,10/18/2021
7760,DGS,DGS00712,No,Standard,9.23,19.71,0,10/18/2021
7760,DGS,DGS00713,No,Standard,2.99,9.82,0,10/18/2021
7760,DGS,DGS00716,No,Standard,21.07,25.79,0,10/18/2021
7760,DGS,DGS00718,No,Standard,3.02,8.4,0,10/18/2021
7760,DGS,DGS00720,No,Standard,35.79,40.1,0,10/18/2021
7760,DGS,DGS00722,No,Standard,13.33,29.08,0,10/18/2021
7760,DGS,DGS00726,No,Standard,11.11,25.48,0,10/18/2021
7760,DGS,DGS00735,No,Standard,,,0,10/18/2021
7760,DGS,DGS00737,No,Standard,,,0,10/18/2021
7760,DGS,DGS00738,No,Standard,,,0,10/18/2021
7760,DGS,DGS00743,No,Standard,,,0,10/18/2021
7760,DGS,DGS00744,No,Standard,,,0,10/18/2021
7760,DGS,DGS00745,No,Standard,41.44,44.7,0,10/18/2021
7760,DGS,DGS00746,No,Standard,10.33,15.43,0,10/18/2021
7760,DGS,DGS00750,No,Standard,30.28,33.23,0,10/18/2021
7760,DGS,DGS00751,No,Standard,138.2,118.87,5,10/18/2021
7760,DGS,DGS00755,No,Standard,31.06,32.23,0,10/18/2021
7760,DGS,DGS00758,No,Standard,20.71,23.65,0,10/18/2021
7760,DGS,DGS00759,No,Standard,13.34,17.25,0,10/18/2021
7760,DGS,DGS00763,No,Standard,9.15,12.15,0,10/18/2021
7760,DGS,DGS00764,No,Standard,,,0,10/18/2021
7760,DGS,DGS00766,No,Standard,19.52,25.4,0,10/18/2021
7760,DGS,DGS00767,No,Standard,70.64,115.71,0,10/18/2021
7760,DGS,DGS00769,No,Standard,10.48,16.69,0,10/18/2021
7760,DGS,DGS00771,No,Standard,4.76,11.15,0,10/18/2021
7760,DGS,DGS00772,No,Standard,7.78,15.79,0,10/18/2021
7760,DGS,DGS00779,No,Standard,18.59,34.59,0,10/18/2021
7760,DGS,DGS00781,No,Standard,8.75,17.43,0,10/18/2021
7760,DGS,DGS00782,No,Standard,66.93,87.24,0,10/18/2021
7760,DGS,DGS00783,No,Standard,12.07,22.05,0,10/18/2021
7760,DGS,DGS00785,No,Standard,17.69,37.36,0,10/18/2021
7760,DGS,DGS00786,No,Standard,33.96,41.1,0,10/18/2021
7760,DGS,DGS00791,No,Standard,7.53,21.28,0,10/18/2021
7760,DGS,DGS00800,No,Standard,69.48,78.9,0,10/18/2021
7760,DGS,DGS00801,No,Standard,22.62,34.41,0,10/18/2021
7760,DGS,DGS00803,No,Standard,12.11,26.13,5,10/18/2021
7760,DGS,DGS00804,No,Standard,19,25.67,0,10/18/2021
7760,DGS,DGS00810,No,Standard,5.34,9.48,0,10/18/2021
7760,DGS,DGS00812,No,Standard,15.67,29.17,0,10/18/2021
7760,DGS,DGS00813,No,Standard,9.06,17.37,5,10/18/2021
7760,DGS,DGS00815,No,Standard,21.1,36.4,0,10/18/2021
7760,DGS,DGS00816,No,Standard,3.38,9.73,0,10/18/2021
7760,DGS,DGS00819,No,Standard,19.32,32.11,0,10/18/2021
7760,DGS,DGS00820,No,Standard,10.85,25.91,0,10/18/2021
7760,DGS,DGS00821,No,Standard,16.89,37.56,0,10/18/2021
7760,DGS,DGS00825,No,Standard,5.07,10.16,0,10/18/2021
7760,DGS,DGS00826,No,Standard,2.84,9.72,0,10/18/2021
7760,DGS,DGS00828,No,Standard,18.07,25.42,0,10/18/2021
7760,DGS,DGS00829,No,Standard,44.15,53.01,0,10/18/2021
7760,DGS,DGS00831,No,Standard,192.42,226.45,0,10/18/2021
7760,DGS,DGS00834,No,Standard,18.26,33.22,0,10/18/2021
7760,DGS,DGS00836,No,Standard,11.8,17.63,0,10/18/2021
7760,DGS,DGS00839,No,Standard,7.55,16.09,0,10/18/2021
7760,DGS,DGS00841,No,Standard,8.81,16.18,0,10/18/2021
7760,DGS,DGS00842,No,Standard,18.86,33.72,0,10/18/2021
7760,DGS,DGS00843,No,Standard,5.28,13.98,0,10/18/2021
7760,DGS,DGS00845,No,Standard,2.92,8.54,0,10/18/2021
7760,DGS,DGS00847,No,Standard,14.52,28.39,0,10/18/2021
7760,DGS,DGS00848,No,Standard,10.62,22.33,0,10/18/2021
7760,DGS,DGS00849,No,Standard,11.42,23.98,0,10/18/2021
7760,DGS,DGS00851,No,Standard,26.37,36.44,0,10/18/2021
7760,DGS,DGS00855,No,Standard,8.32,18.34,0,10/18/2021
7760,DGS,DGS00856,No,Standard,1.67,4.7,0,10/18/2021
7760,DGS,DGS00862,No,Standard,17.08,28.38,0,10/18/2021
7760,DGS,DGS00866,No,Standard,68.71,86.49,0,10/18/2021
7760,DGS,DGS00869,No,Standard,8.64,23.92,0,10/18/2021
7760,DGS,DGS00870,No,Standard,43.54,48.29,0,10/18/2021
7760,DGS,DGS00871,No,Standard,13.95,28.64,0,10/18/2021
7760,DGS,DGS00873,No,Standard,16.68,26.55,0,10/18/2021
7760,DGS,DGS00874,No,Standard,13.18,28.13,0,10/18/2021
7760,DGS,DGS00875,No,Standard,5.86,11.48,0,10/18/2021
7760,DGS,DGS00878,No,Standard,27.5,35.32,0,10/18/2021
7760,DGS,DGS00879,No,Standard,16.05,23.04,0,10/18/2021
7760,DGS,DGS00880,No,Standard,17.08,26.99,0,10/18/2021
7760,DGS,DGS00881,No,Standard,50.55,58.97,0,10/18/2021
7760,DGS,DGS00882,No,Standard,9.36,20.18,0,10/18/2021
7760,DGS,DGS00883,No,Standard,6.74,14.47,0,10/18/2021
7760,DGS,DGS00886,No,Standard,36.56,43.07,0,10/18/2021
7760,DGS,DGS00887,No,Standard,11.78,26.47,0,10/18/2021
7760,DGS,DGS00893,No,Standard,18.46,38.6,0,10/18/2021
7760,DGS,DGS00899,No,Standard,31.1,43.3,0,10/18/2021
7760,DGS,DGS00901,No,Standard,21.35,35.54,0,10/18/2021
7760,DGS,DGS00904,No,Standard,2.91,8.11,0,10/18/2021
7760,DGS,DGS00907,No,Standard,17.47,31.86,0,10/18/2021
7760,DGS,DGS00908,No,Standard,5.64,10.62,0,10/18/2021
7760,DGS,DGS00909,No,Standard,37.95,45.72,0,10/18/2021
7760,DGS,DGS00911,No,Standard,27.94,34.94,0,10/18/2021
7760,DGS,DGS00913,No,Standard,9.5,19.89,0,10/18/2021
7760,DGS,DGS00914,No,Standard,13.72,28.69,0,10/18/2021
7760,DGS,DGS00915,No,Standard,7.64,16.44,0,10/18/2021
7760,DGS,DGS00916,No,Standard,9.99,25.96,0,10/18/2021
7760,DGS,DGS00917,No,Standard,41.66,46.92,0,10/18/2021
7760,DGS,DGS00918,No,Standard,10.72,18.18,0,10/18/2021
7760,DGS,DGS00921,No,Standard,2.54,8.27,0,10/18/2021
7760,DGS,DGS00922,No,Standard,18.61,25.03,0,10/18/2021
7760,DGS,DGS00923,No,Standard,66.87,112.15,0,10/18/2021
7760,DGS,DGS00925,No,Standard,13.1,29.5,0,10/18/2021
7760,DGS,DGS00928,No,Standard,21.98,32.75,0,10/18/2021
7760,DGS,DGS00934,No,Standard,154.04,160.43,5,10/18/2021
7760,DGS,DGS00935,No,Standard,11.88,30.2,0,10/18/2021
7760,DGS,DGS00936,No,Standard,20.55,41.95,0,10/18/2021
7760,DGS,DGS00937,No,Standard,11.64,25.29,0,10/18/2021
7760,DGS,DGS00938,No,Standard,2.96,11.35,0,10/18/2021
7760,DGS,DGS00939,No,Standard,13.23,26.83,0,10/18/2021
7760,DGS,DGS00940,No,Standard,16.24,23.32,0,10/18/2021
7760,DGS,DGS00945,No,Standard,9.76,20.89,0,10/18/2021
7760,DGS,DGS00950,No,Standard,16.78,23.24,0,10/18/2021
7760,DGS,DGS00954,No,Standard,16.2,22.88,0,10/18/2021
7760,DGS,DGS00963,No,Standard,18.21,27.04,0,10/18/2021
7760,DGS,DGS00964,No,Standard,22.34,27.41,0,10/18/2021
7760,DGS,DGS00966,No,Standard,5.44,13,0,10/18/2021
7760,DGS,DGS00967,No,Standard,11.74,23.46,0,10/18/2021
7760,DGS,DGS00969,No,Standard,79.12,90.76,0,10/18/2021
7760,DGS,DGS00970,No,Standard,16.06,26.89,0,10/18/2021
7760,DGS,DGS00971,No,Standard,2.29,8.53,0,10/18/2021
7760,DGS,DGS00973,No,Standard,11.51,24.81,0,10/18/2021
7760,DGS,DGS00977,No,Standard,2.93,7.42,0,10/18/2021
7760,DGS,DGS00979,No,Standard,11.58,16.31,0,10/18/2021
7760,DGS,DGS00981,No,Standard,6.9,15.04,0,10/18/2021
7760,DGS,DGS00982,No,Standard,15.68,25.75,0,10/18/2021
7760,DGS,DGS00986,No,Standard,7.65,19.42,0,10/18/2021
7760,DGS,DGS00988,No,Standard,12.81,25.42,0,10/18/2021
7760,DGS,DGS00993,No,Standard,7.24,16.35,0,10/18/2021
7760,DGS,DGS00995,No,Standard,14.3,32.04,0,10/18/2021
7760,DGS,DGS00996,No,Standard,14.73,30.78,0,10/18/2021
7760,DGS,DGS01008,No,Standard,6.02,11.89,0,10/18/2021
7760,DGS,DGS01011,No,Standard,13.31,26.73,0,10/18/2021
7760,DGS,DGS01016,No,Standard,5.95,17.37,0,10/18/2021
7760,DGS,DGS01017,No,Standard,3.05,10,0,10/18/2021
7760,DGS,DGS01020,No,Standard,10.16,15.71,0,10/18/2021
7760,DGS,DGS01023,No,Standard,16.45,32.55,0,10/18/2021
7760,DGS,DGS01024,No,Standard,11.86,26.54,0,10/18/2021
7760,DGS,DGS01025,No,Standard,38.4,47.27,0,10/18/2021
7760,DGS,DGS01027,No,Standard,19.42,21.81,0,10/18/2021
7760,DGS,DGS01030,No,Standard,12.74,25.76,0,10/18/2021
7760,DGS,DGS01031,No,Standard,7.38,21.61,0,10/18/2021
7760,DGS,DGS01033,No,Standard,13.95,17.78,0,10/18/2021
7760,DGS,DGS01034,No,Standard,20.66,45.94,0,10/18/2021
7760,DGS,DGS01037,No,Standard,33.53,60.35,0,10/18/2021
7760,DGS,DGS01038,No,Standard,97.49,96.67,0,10/18/2021
7760,DGS,DGS01042,No,Standard,28.64,36.49,0,10/18/2021
7760,DGS,DGS01045,No,Standard,8.84,22.29,0,10/18/2021
7760,DGS,DGS01047,No,Standard,3.02,7.91,0,10/18/2021
7760,DGS,DGS01050,No,Standard,9.71,16.75,0,10/18/2021
7760,DGS,DGS01052,No,Standard,18.56,30.59,0,10/18/2021
7760,DGS,DGS01058,No,Standard,19.71,34.14,0,10/18/2021
7760,DGS,DGS01060,No,Standard,8.27,20.95,0,10/18/2021
7760,DGS,DGS01061,No,Standard,12.12,16.28,0,10/18/2021
7760,DGS,DGS01064,No,Standard,1.75,6.38,0,10/18/2021
7760,DGS,DGS01065,No,Standard,6.47,14.05,0,10/18/2021
7760,DGS,DGS01066,No,Standard,10.48,26.16,0,10/18/2021
7760,DGS,DGS01067,No,Standard,8.43,18.71,0,10/18/2021
7760,DGS,DGS01074,No,Standard,8.62,21.74,0,10/18/2021
7760,DGS,DGS01075,No,Standard,51.71,66.97,0,10/18/2021
7760,DGS,DGS01076,No,Standard,9.94,15.14,0,10/18/2021
7760,DGS,DGS01077,No,Standard,5.26,16.27,0,10/18/2021
7760,DGS,DGS01078,No,Standard,2.92,9.64,0,10/18/2021
7760,DGS,DGS01079,No,Standard,12.12,27.15,0,10/18/2021
7760,DGS,DGS01080,No,Standard,6.35,16.31,0,10/18/2021
7760,DGS,DGS01081,No,Standard,3.26,9.76,0,10/18/2021
7760,DGS,DGS01082,No,Standard,4.04,13.47,0,10/18/2021
7760,DGS,DGS01083,No,Standard,10.08,15.1,0,10/18/2021
7760,DGS,DGS01084,No,Standard,8.47,16.39,0,10/18/2021
7760,DGS,DGS01085,No,Standard,19.53,24.9,0,10/18/2021
7760,DGS,DGS01086,No,Standard,8.88,20.88,0,10/18/2021
7760,DGS,DGS01087,No,Standard,9.32,28.74,0,10/18/2021
7760,DGS,DGS01088,No,Standard,3.15,7.4,0,10/18/2021
7760,DGS,DGS01089,No,Standard,17.96,26.47,0,10/18/2021
7760,DGS,DGS01090,No,Standard,29.23,38.97,0,10/18/2021
7760,DGS,DGS01091,No,Standard,19.32,27.32,0,10/18/2021
7760,DGS,DGS01092,No,Standard,10.78,22.33,0,10/18/2021
7760,DGS,DGS01093,No,Standard,7.88,14.15,0,10/18/2021
7760,DGS,DGS01094,No,Standard,5.19,16.17,0,10/18/2021
7760,DGS,DGS01095,No,Standard,10.09,19.09,0,10/18/2021
7760,DGS,DGS01096,No,Standard,6.14,18,0,10/18/2021
7760,DGS,DGS01097,No,Standard,3.63,10.2,0,10/18/2021
7760,DGS,DGS01098,No,Standard,7.25,17.11,0,10/18/2021
7760,DGS,DGS01099,No,Standard,16.1,32.87,0,10/18/2021
7760,DGS,DGS01100,No,Standard,13.12,23.87,0,10/18/2021
7760,DGS,DGS01101,No,Standard,40.61,69.64,0,10/18/2021
7760,DGS,DGS01102,No,Standard,6.69,20.84,0,10/18/2021
7760,DGS,DGS01104,No,Standard,14.45,31.66,0,10/18/2021
7760,DGS,DGS01105,No,Standard,0.93,4.1,0,10/18/2021
7760,DGS,DGS01106,No,Standard,31.91,48.57,0,10/18/2021
7760,DGS,DGS01107,No,Standard,17.75,45.13,0,10/18/2021
7760,DGS,DGS01108,No,Standard,32.51,43.09,0,10/18/2021
7760,DGS,DGS01109,No,Standard,3.35,10.17,0,10/18/2021
7760,DGS,DGS01110,No,Standard,8.63,20.34,0,10/18/2021
7760,DGS,DGS01112,No,Standard,8.96,15.07,0,10/18/2021
7760,DGS,DGS01113,No,Standard,7.11,20.02,0,10/18/2021
7760,DGS,DGS01114,No,Standard,6.33,16.55,0,10/18/2021
7760,DGS,DGS01115,No,Standard,35.18,43.85,0,10/18/2021
7760,DGS,DGS01116,No,Standard,12.22,29.75,0,10/18/2021
7760,DGS,DGS01119,No,Standard,10.78,26.93,0,10/18/2021
7760,DGS,DGS01120,No,Standard,5.07,12.66,0,10/18/2021
7760,DGS,DGS01121,No,Standard,2.62,8.32,0,10/18/2021
7760,DGS,DGS01122,No,Standard,9.4,21.84,0,10/18/2021
7760,DGS,DGS01123,No,Standard,5.77,16.44,0,10/18/2021
7760,DGS,DGS01125,No,Standard,6.04,15.53,0,10/18/2021
7760,DGS,DGS01126,No,Standard,6.66,19.58,0,10/18/2021
7760,DGS,DGS01127,No,Standard,4.19,11.07,0,10/18/2021
7760,DGS,DGS01128,No,Standard,25.04,49.18,0,10/18/2021
7760,DGS,DGS01129,No,Standard,2.25,9.15,0,10/18/2021
7760,DGS,DGS01130,No,Standard,4.52,16.32,0,10/18/2021
7760,DGS,DGS01131,No,Standard,9.46,18.39,0,10/18/2021
7760,DGS,DGS01132,No,Standard,15.05,33.42,0,10/18/2021
7760,DGS,DGS01133,No,Standard,14.81,27.11,0,10/18/2021
7760,DGS,DGS01134,No,Standard,3.43,8.15,0,10/18/2021
7760,DGS,DGS01135,No,Standard,15.76,33.84,0,10/18/2021
7760,DGS,DGS01136,No,Standard,12.73,27.92,0,10/18/2021
7760,DGS,DGS01137,No,Standard,2.49,7.91,0,10/18/2021
7760,DGS,DGS01138,No,Standard,9.98,18.08,0,10/18/2021
7760,DGS,DGS01139,No,Standard,26.54,42.6,0,10/18/2021
7760,DGS,DGS01140,No,Standard,7.54,16.28,0,10/18/2021
7760,DGS,DGS01141,No,Standard,19.19,23.53,0,10/18/2021
7760,DGS,DGS01142,No,Standard,3.76,14.63,0,10/18/2021
7760,DGS,DGS01143,No,Standard,2.62,12.34,0,10/18/2021
7760,DGS,DGS01144,No,Standard,7.67,15.58,0,10/18/2021
7760,DGS,DGS01145,No,Standard,29.17,54.14,0,10/18/2021
7760,DGS,DGS01146,No,Standard,6.39,19.45,0,10/18/2021
7760,DGS,DGS01147,No,Standard,,,0,10/18/2021
7760,DGS,DGS01148,No,Standard,17.24,33.12,0,10/18/2021
7760,DGS,DGS01149,No,Standard,39.94,45.87,0,10/18/2021
7760,DGS,DGS01150,No,Standard,3.27,10.67,0,10/18/2021
7760,DGS,DGS01151,No,Standard,7.22,17.52,0,10/18/2021
7760,DGS,DGS01152,No,Standard,6.91,21.12,0,10/18/2021
7760,DGS,DGS01153,No,Standard,24.62,37.51,0,10/18/2021
7760,DGS,DGS01154,No,Standard,5.06,13.54,0,10/18/2021
7760,DGS,DGS01155,No,Standard,12.19,25.87,0,10/18/2021
7760,DGS,DGS01156,No,Standard,4.96,13.22,0,10/18/2021
7760,DGS,DGS01157,No,Standard,1.69,7.42,0,10/18/2021
7760,DGS,DGS01158,No,Standard,10.66,16.4,0,10/18/2021
7760,DGS,DGS01159,No,Standard,6.91,19.7,0,10/18/2021
7760,DGS,DGS01160,No,Standard,1.92,5.97,0,10/18/2021
7760,DGS,DGS01161,No,Standard,0.11,0.41,0,10/18/2021
7760,DGS,DGS01164,No,Standard,3.74,12.01,0,10/18/2021
7760,DGS,DGS01165,No,Standard,1.55,6.14,0,10/18/2021
7760,DGS,DGS01166,No,Standard,13.99,33.95,0,10/18/2021
7760,DGS,DGS01167,No,Standard,13.74,23.02,0,10/18/2021
7760,DGS,DGS01168,No,Standard,0.76,3.8,0,10/18/2021
7760,DGS,DGS01169,No,Standard,16.23,34.45,0,10/18/2021
7760,DGS,DGS01170,No,Standard,6.74,20.39,0,10/18/2021
7760,DGS,DGS01171,No,Standard,3.62,13.12,0,10/18/2021
7760,DGS,DGS01172,No,Standard,4.55,12.77,0,10/18/2021
7760,DGS,DGS01173,No,Standard,27.39,49.76,0,10/18/2021
7760,DGS,DGS01174,No,Standard,10.48,23.45,0,10/18/2021
7760,DGS,DGS01175,No,Standard,5.3,14.59,0,10/18/2021
7760,DGS,DGS01177,No,Standard,8.42,21.23,0,10/18/2021
7760,DGS,DGS01178,No,Standard,4.35,9.11,0,10/18/2021
7760,DGS,DGS01179,No,Standard,6.01,24.4,0,10/18/2021
7760,DGS,DGS01180,No,Standard,14.87,33.24,0,10/18/2021
7760,DGS,DGS01181,No,Standard,3.47,10.48,0,10/18/2021
7760,DGS,DGS01182,No,Standard,20.54,25.57,0,10/18/2021
7760,DGS,DGS01183,No,Standard,8.57,15.53,0,10/18/2021
7760,DGS,DGS01184,No,Standard,8.75,18.96,0,10/18/2021
7760,DGS,DGS01185,No,Standard,6.58,17.45,0,10/18/2021
7760,DGS,DGS01186,No,Standard,10.69,23.1,0,10/18/2021
7760,DGS,DGS01188,No,Standard,6.65,18.21,0,10/18/2021
7760,DGS,DGS01189,No,Standard,10.64,22.45,0,10/18/2021
7760,DGS,DGS01190,No,Standard,9.04,23.19,0,10/18/2021
7760,DGS,DGS01191,No,Standard,15.34,31.51,0,10/18/2021
7760,DGS,DGS01192,No,Standard,64.46,72.69,0,10/18/2021
7760,DGS,DGS01193,No,Standard,1.86,7.12,0,10/18/2021
7760,DGS,DGS01199,No,Standard,6.94,24.95,0,10/18/2021
7760,DGS,DGS01200,No,Standard,20.91,38.1,0,10/18/2021
7760,DGS,DGS01201,No,Standard,4.39,12.36,0,10/18/2021
7760,DGS,DGS01202,No,Standard,7.84,21.93,0,10/18/2021
7760,DGS,DGS01203,No,Standard,47.57,71.78,0,10/18/2021
7760,DGS,DGS01205,No,Standard,3.27,12.02,0,10/18/2021
7760,DGS,DGS01206,No,Standard,8.83,13.57,0,10/18/2021
7760,DGS,DGS01207,No,Standard,39.44,46.72,0,10/18/2021
7760,DGS,DGS01208,No,Standard,1.18,6.49,0,10/18/2021
7760,DGS,DGS01209,No,Standard,5.77,16.44,0,10/18/2021
7760,DGS,DGS01212,No,Standard,13.36,25.15,0,10/18/2021
7760,DGS,DGS01213,No,Standard,4.93,14.57,0,10/18/2021
7760,DGS,DGS01214,No,Standard,11.74,22.05,0,10/18/2021
7760,DGS,DGS01217,No,Standard,8.48,16.99,0,10/18/2021
7760,DGS,DGS01218,No,Standard,23.07,41.49,0,10/18/2021
7760,DGS,DGS01219,No,Standard,7.88,15.75,0,10/18/2021
7760,DGS,DGS01220,No,Standard,8.83,13.83,0,10/18/2021
7760,DGS,DGS01221,No,Standard,2.26,7.95,0,10/18/2021
7760,DGS,DGS01222,No,Standard,10.36,24.93,0,10/18/2021
7760,DGS,DGS01223,No,Standard,23.36,39.54,0,10/18/2021
7760,DGS,DGS01224,No,Standard,10.01,18.32,0,10/18/2021
7760,DGS,DGS01225,No,Standard,12.96,39.86,0,10/18/2021
7760,DGS,DGS01226,No,Standard,3.72,8.23,0,10/18/2021
7760,DGS,DGS01228,No,Standard,4.01,13.23,0,10/18/2021
7760,DGS,DGS01229,No,Standard,0.89,4.64,0,10/18/2021
7760,DGS,DGS01230,No,Standard,6.99,16.47,0,10/18/2021
7760,DGS,DGS01231,No,Standard,,,0,10/18/2021
7760,DGS,DGS01232,No,Standard,,,0,10/18/2021
7760,DGS,DGS01233,No,Standard,,,0,10/18/2021
7760,DGS,DGS01234,No,Standard,,,0,10/18/2021
7760,DGS,DGS01235,No,Standard,,,0,10/18/2021
7760,DGS,DGS01236,No,Standard,,,0,10/18/2021
7760,DGS,DGS01238,No,Standard,,,0,10/18/2021
7760,DGS,DGS01239,No,Standard,,,0,10/18/2021
7760,DGS,DGS01240,No,Standard,,,0,10/18/2021
7760,DGS,DGS01241,No,Standard,,,0,10/18/2021
7760,DGS,DGS01242,No,Standard,,,0,10/18/2021
7760,DGS,DGS01243,No,Standard,,,0,10/18/2021
7760,DGS,DGS01244,No,Standard,,,0,10/18/2021
7760,DGS,DGS01245,No,Standard,,,0,10/18/2021
7760,DGS,DGS01246,No,Standard,,,0,10/18/2021
7760,DGS,DGS01247,No,Standard,,,0,10/18/2021
7760,DGS,DGS01248,No,Standard,,,0,10/18/2021
7760,DGS,DGS01249,No,Standard,,,0,10/18/2021
7760,DGS,DGS01250,No,Standard,,,0,10/18/2021
7760,DGS,DGS01251,No,Standard,,,0,10/18/2021
7760,DGS,DGS01252,No,Standard,,,0,10/18/2021
7760,DGS,DGS01253,No,Standard,,,0,10/18/2021
7760,DGS,DGS01254,No,Standard,,,0,10/18/2021
7760,DGS,DGS01255,No,Standard,,,0,10/18/2021
7760,DGS,DGS01256,No,Standard,,,0,10/18/2021
7760,DGS,DGS01257,No,Standard,,,0,10/18/2021
7760,DGS,DGS01258,No,Standard,,,0,10/18/2021
7760,DGS,DGS01259,No,Standard,,,0,10/18/2021
7760,DGS,DGS01260,No,Standard,,,0,10/18/2021
7760,DGS,DGS01261,No,Standard,,,0,10/18/2021
7760,DGS,DGS01262,No,Standard,,,0,10/18/2021
7760,DGS,DGS01263,No,Standard,,,0,10/18/2021
7760,DGS,DGS01264,No,Standard,,,0,10/18/2021
7760,DGS,DGS01265,No,Standard,,,0,10/18/2021
7760,DGS,DGS01267,No,Standard,,,0,10/18/2021
7760,DGS,DGS01268,No,Standard,,,0,10/18/2021
7760,DGS,DGS01269,No,Standard,,,0,10/18/2021
7760,DGS,DGS01270,No,Standard,,,0,10/18/2021
7760,DGS,DGS01271,No,Standard,,,0,10/18/2021
7760,DGS,DGS01272,No,Standard,,,0,10/18/2021
7760,DGS,DGS01273,No,Standard,,,0,10/18/2021
7760,DGS,DGS01275,No,Standard,,,0,10/18/2021
7760,DGS,DGS01276,No,Standard,,,0,10/18/2021
7760,DGS,DGS01277,No,Standard,,,0,10/18/2021
7760,DGS,DGS01278,No,Standard,,,0,10/18/2021
7760,DGS,DGS01280,No,Standard,18.97,24.9,0,10/18/2021
7760,DGS,DGS01281,No,Standard,,,0,10/18/2021
7760,DGS,DGS01284,No,Standard,,,0,10/18/2021
7760,DGS,DGS01285,No,Standard,,,0,10/18/2021
7760,DGS,DGS01286,No,Standard,,,0,10/18/2021
7760,DGS,DGS01287,No,Standard,29.89,31.17,0,10/18/2021
7760,DGS,DGS01288,No,Standard,13.94,22.58,0,10/18/2021
7760,DGS,DGS01289,No,Standard,24.42,35.07,0,10/18/2021
7760,DGS,DGS01290,No,Standard,24.46,26.18,0,10/18/2021
7760,DGS,DGS01291,No,Standard,3.44,9.33,0,10/18/2021
7760,DGS,DGS01292,No,Standard,12.26,15.43,0,10/18/2021
